director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,combined
Aaron Schneider,Robert Duvall,Drama Mystery,Bill Murray,Get Low,Bill Cobbs,Aaron Schneider Robert Duvall Drama Mystery Bill Murray Bill Cobbs
Steve Miner,Richard E. Grant,Action Fantasy Horror Thriller,Julian Sands,Warlock,Lori Singer,Steve Miner Richard E. Grant Action Fantasy Horror Thriller Julian Sands Lori Singer
Gina Prince-Bythewood,Nate Parker,Drama Music,Minnie Driver,Beyond the Lights,Darryl Stephens,Gina Prince-Bythewood Nate Parker Drama Music Minnie Driver Darryl Stephens
Tom Ford,Teddy Sears,Drama Romance,Colin Firth,A Single Man,Keri Lynn Pratt,Tom Ford Teddy Sears Drama Romance Colin Firth Keri Lynn Pratt
Martin Scorsese,Barbara Hershey,Drama,Irvin Kershner,The Last Temptation of Christ,Roberts Blossom,Martin Scorsese Barbara Hershey Drama Irvin Kershner Roberts Blossom
Michael Corrente,George Wendt,Comedy Drama Romance,Jonathan Brandis,Outside Providence,Shawn Hatosy,Michael Corrente George Wendt Comedy Drama Romance Jonathan Brandis Shawn Hatosy
Gurinder Chadha,Martin Henderson,Comedy Drama Musical Romance,Indira Varma,Bride & Prejudice,Anupam Kher,Gurinder Chadha Martin Henderson Comedy Drama Musical Romance Indira Varma Anupam Kher
Phillip Noyce,David Gulpilil,Adventure Biography Drama History,Roy Billing,Rabbit-Proof Fence,Deborah Mailman,Phillip Noyce David Gulpilil Adventure Biography Drama History Roy Billing Deborah Mailman
Don Michael Paul,Faizon Love,Comedy Sport,Jeffrey Jones,Who's Your Caddy?,Lil' Wayne,Don Michael Paul Faizon Love Comedy Sport Jeffrey Jones Lil' Wayne
Tony Maylam,Alun Armstrong,Action Crime Horror Sci-Fi Thriller,Michael J. Pollard,Split Second,Alastair Duncan,Tony Maylam Alun Armstrong Action Crime Horror Sci-Fi Thriller Michael J. Pollard Alastair Duncan
Mitch Davis,Nathaniel Lees,Adventure Biography Drama,Anne Hathaway,The Other Side of Heaven,Miriama Smith,Mitch Davis Nathaniel Lees Adventure Biography Drama Anne Hathaway Miriama Smith
Yash Chopra,Preity Zinta,Drama Musical Romance,Shah Rukh Khan,Veer-Zaara,Anupam Kher,Yash Chopra Preity Zinta Drama Musical Romance Shah Rukh Khan Anupam Kher
David Mamet,Randy Couture,Drama Sport,Alice Braga,Redbelt,Jose Pablo Cantillo,David Mamet Randy Couture Drama Sport Alice Braga Jose Pablo Cantillo
Jay Duplass,Tim Guinee,Comedy Drama Romance,Matt Walsh,Cyrus,Katie Aselton,Jay Duplass Tim Guinee Comedy Drama Romance Matt Walsh Katie Aselton
Kevin Brodie,Cheryl Ladd,Drama Family,Bruce McGill,A Dog of Flanders,Jack Warden,Kevin Brodie Cheryl Ladd Drama Family Bruce McGill Jack Warden
Paul Schrader,Michael McKean,Biography Crime Drama,Ed Begley Jr.,Auto Focus,Kurt Fuller,Paul Schrader Michael McKean Biography Crime Drama Ed Begley Jr. Kurt Fuller
George Hickenlooper,Jimmy Fallon,Biography Drama,Hayden Christensen,Factory Girl,Beth Grant,George Hickenlooper Jimmy Fallon Biography Drama Hayden Christensen Beth Grant
Lynne Ramsay,Siobhan Fallon Hogan,Drama Thriller,Ezra Miller,We Need to Talk About Kevin,Ashley Gerasimovich,Lynne Ramsay Siobhan Fallon Hogan Drama Thriller Ezra Miller Ashley Gerasimovich
John Stephenson,Hans Matheson,Drama Family,Samantha Barks,The Christmas Candle,Lesley Manville,John Stephenson Hans Matheson Drama Family Samantha Barks Lesley Manville
Tim Chambers,Marley Shelton,Drama Sport,Ellen Burstyn,The Mighty Macs,Jennifer Butler,Tim Chambers Marley Shelton Drama Sport Ellen Burstyn Jennifer Butler
Curtis Hanson,Shelley Long,Comedy Drama Family,Tom Cruise,Losin' It,Rick Rossovich,Curtis Hanson Shelley Long Comedy Drama Family Tom Cruise Rick Rossovich
Rodrigo García,Jimmy Smits,Drama Romance,Naomi Watts,Mother and Child,Carla Gallo,Rodrigo García Jimmy Smits Drama Romance Naomi Watts Carla Gallo
Dick Richards,Terence Hill,Adventure Drama Romance War,Catherine Deneuve,March or Die,Jack O'Halloran,Dick Richards Terence Hill Adventure Drama Romance War Catherine Deneuve Jack O'Halloran
Jean-Marie Poiré,Isabelle Nanty,Comedy Fantasy Sci-Fi,Christian Clavier,Les visiteurs,Valérie Lemercier,Jean-Marie Poiré Isabelle Nanty Comedy Fantasy Sci-Fi Christian Clavier Valérie Lemercier
Sofia Coppola,Chris Pontius,Comedy Drama,Nathalie Fay,Somewhere,Erin Wasson,Sofia Coppola Chris Pontius Comedy Drama Nathalie Fay Erin Wasson
Bob Gosse,Susie Abromeit,Comedy,Geoff Stults,I Hope They Serve Beer in Hell,Derek Wayne Johnson,Bob Gosse Susie Abromeit Comedy Geoff Stults Derek Wayne Johnson
Alex Zamm,Raquel Welch,Comedy,Taylor Negron,Chairman of the Board,Larry Miller,Alex Zamm Raquel Welch Comedy Taylor Negron Larry Miller
Spencer Susser,Natalie Portman,Drama,Joseph Gordon-Levitt,Hesher,Rainn Wilson,Spencer Susser Natalie Portman Drama Joseph Gordon-Levitt Rainn Wilson
Richard Shepard,Mark Wingett,Comedy Crime Drama,Richard E. Grant,Dom Hemingway,Richard Graham,Richard Shepard Mark Wingett Comedy Crime Drama Richard E. Grant Richard Graham
Thaddeus O'Sullivan,Luke Newberry,Drama Romance,Olivia Williams,The Heart of Me,Eleanor Bron,Thaddeus O'Sullivan Luke Newberry Drama Romance Olivia Williams Eleanor Bron
Peter Sollett,Josh Charles,Biography Drama Romance,Steve Carell,Freeheld,Luke Grimes,Peter Sollett Josh Charles Biography Drama Romance Steve Carell Luke Grimes
Shari Springer Berman,Marian Seldes,Comedy,Lynn Cohen,The Extra Man,Dan Hedaya,Shari Springer Berman Marian Seldes Comedy Lynn Cohen Dan Hedaya
Aleksey German,Yuriy Tsurilo,Drama Sci-Fi,Leonid Yarmolnik,Hard to Be a God,Valentin Golubenko,Aleksey German Yuriy Tsurilo Drama Sci-Fi Leonid Yarmolnik Valentin Golubenko
Stephen Milburn Anderson,Mike Starr,Comedy Crime Thriller,Chris Hemsworth,Ca$h,Paul Sanchez,Stephen Milburn Anderson Mike Starr Comedy Crime Thriller Chris Hemsworth Paul Sanchez
Richard E. Grant,Julie Walters,Drama,Emily Watson,Wah-Wah,Miranda Richardson,Richard E. Grant Julie Walters Drama Emily Watson Miranda Richardson
Troy Duffy,David Della Rocco,Action Crime Thriller,Norman Reedus,The Boondock Saints,Bob Marley,Troy Duffy David Della Rocco Action Crime Thriller Norman Reedus Bob Marley
David Lam,Louis Koo,Action Crime,Michael Wong,Z Storm,Stephen Au,David Lam Louis Koo Action Crime Michael Wong Stephen Au
Francis Ford Coppola,Bruce Dern,Comedy Fantasy Horror Mystery,Alden Ehrenreich,Twixt,Joanne Whalley,Francis Ford Coppola Bruce Dern Comedy Fantasy Horror Mystery Alden Ehrenreich Joanne Whalley
Vladlen Barbe,Wendee Lee,Adventure Animation Family,Erin Fitzgerald,Snow Queen,Ivan Okhlobystin,Vladlen Barbe Wendee Lee Adventure Animation Family Erin Fitzgerald Ivan Okhlobystin
Richard Rich,Kate Higgins,Action Adventure Animation Comedy Drama Family Fantasy Thriller,Debi Derryberry,Alpha and Omega 4: The Legend of the Saw Toothed Cave,Cindy Robinson,Richard Rich Kate Higgins Action Adventure Animation Comedy Drama Family Fantasy Thriller Debi Derryberry Cindy Robinson
Clint Eastwood,Chris Penn,Western,Clint Eastwood,Pale Rider,Sydney Penny,Clint Eastwood Chris Penn Western Clint Eastwood Sydney Penny
Robert C. Cooper,Christopher Judge,Action Adventure Drama Fantasy Sci-Fi,Ben Browder,Stargate: The Ark of Truth,Julian Sands,Robert C. Cooper Christopher Judge Action Adventure Drama Fantasy Sci-Fi Ben Browder Julian Sands
Richard Linklater,Adam Goldberg,Comedy,Milla Jovovich,Dazed and Confused,Cole Hauser,Richard Linklater Adam Goldberg Comedy Milla Jovovich Cole Hauser
Kenny Ortega,Corbin Bleu,Comedy Drama Family Music Musical Romance,Lucas Grabeel,High School Musical 2,Olesya Rulin,Kenny Ortega Corbin Bleu Comedy Drama Family Music Musical Romance Lucas Grabeel Olesya Rulin
Kim Nguyen,Justin Edward Seale,Drama Romance,Gordon Pinsent,Two Lovers and a Bear,John Ralston,Kim Nguyen Justin Edward Seale Drama Romance Gordon Pinsent John Ralston
Jackie Earle Haley,Edi Gathegi,Crime Drama Thriller,Rex Baker,Criminal Activities,Travis Aaron Wade,Jackie Earle Haley Edi Gathegi Crime Drama Thriller Rex Baker Travis Aaron Wade
Max Färberböck,Johanna Wokalek,Biography Drama Romance War,Heike Makatsch,Aimee & Jaguar,Maria Schrader,Max Färberböck Johanna Wokalek Biography Drama Romance War Heike Makatsch Maria Schrader
Arie Posin,John Heard,Comedy Drama,Rory Culkin,The Chumscrubber,Tim DeKay,Arie Posin John Heard Comedy Drama Rory Culkin Tim DeKay
Damian Nieman,Jason Cerbone,Crime Thriller,Glenn Plummer,Shade,Mark De Alessandro,Damian Nieman Jason Cerbone Crime Thriller Glenn Plummer Mark De Alessandro
Mark Tonderai,Nolan Gerard Funk,Drama Horror Thriller,Jennifer Lawrence,House at the End of the Street,Gil Bellows,Mark Tonderai Nolan Gerard Funk Drama Horror Thriller Jennifer Lawrence Gil Bellows
Denis Villeneuve,Mélissa Désormeaux-Poulin,Drama Mystery War,Lubna Azabal,Incendies,Ahmad Massad,Denis Villeneuve Mélissa Désormeaux-Poulin Drama Mystery War Lubna Azabal Ahmad Massad
Gabriele Muccino,Silvio Muccino,Comedy Drama Romance,Laura Morante,"Remember Me, My Love",Giulia Michelini,Gabriele Muccino Silvio Muccino Comedy Drama Romance Laura Morante Giulia Michelini
Ian Fitzgibbon,Brendan Coyle,Action Comedy Crime Drama Romance Thriller,Jim Broadbent,Perrier's Bounty,Michael McElhatton,Ian Fitzgibbon Brendan Coyle Action Comedy Crime Drama Romance Thriller Jim Broadbent Michael McElhatton
José Padilha,Fernanda Machado,Action Crime Drama Thriller,Wagner Moura,Elite Squad,André Ramiro,José Padilha Fernanda Machado Action Crime Drama Thriller Wagner Moura André Ramiro
John R. Leonetti,Annabelle Wallis,Horror Mystery,Alfre Woodard,Annabelle,Gabriel Bateman,John R. Leonetti Annabelle Wallis Horror Mystery Alfre Woodard Gabriel Bateman
Rachel Perkins,Magda Szubanski,Comedy Drama Musical,Deborah Mailman,Bran Nue Dae,Jessica Mauboy,Rachel Perkins Magda Szubanski Comedy Drama Musical Deborah Mailman Jessica Mauboy
John Singleton,Lloyd Avery II,Crime Drama,John Cothran,Boyz n the Hood,Na'Blonka Durden,John Singleton Lloyd Avery II Crime Drama John Cothran Na'Blonka Durden
Luis Valdez,Rosanna DeSoto,Biography Drama Music,Esai Morales,La Bamba,Danielle von Zerneck,Luis Valdez Rosanna DeSoto Biography Drama Music Esai Morales Danielle von Zerneck
Alan Alda,Len Cariou,Comedy Drama,Rita Moreno,The Four Seasons,Sandy Dennis,Alan Alda Len Cariou Comedy Drama Rita Moreno Sandy Dennis
Brian De Palma,David Margulies,Mystery Romance Thriller,Angie Dickinson,Dressed to Kill,Nancy Allen,Brian De Palma David Margulies Mystery Romance Thriller Angie Dickinson Nancy Allen
Stephen Sommers,Frances Conroy,Adventure Comedy Drama Family,Curtis Armstrong,The Adventures of Huck Finn,Anne Heche,Stephen Sommers Frances Conroy Adventure Comedy Drama Family Curtis Armstrong Anne Heche
Doug Liman,Jay Mohr,Comedy Crime,Sarah Polley,Go,Scott Wolf,Doug Liman Jay Mohr Comedy Crime Sarah Polley Scott Wolf
Nicole Holofcener,Marin Hinkle,Comedy Drama Romance,Greg Germann,Friends with Money,Jake Cherry,Nicole Holofcener Marin Hinkle Comedy Drama Romance Greg Germann Jake Cherry
Robert Wise,Paula Kelly,Sci-Fi Thriller,David Wayne,The Andromeda Strain,Eric Christmas,Robert Wise Paula Kelly Sci-Fi Thriller David Wayne Eric Christmas
Louis Morneau,Bob Gunton,Horror Sci-Fi Thriller,Leon,Bats,Ned Bellamy,Louis Morneau Bob Gunton Horror Sci-Fi Thriller Leon Ned Bellamy
Caroline Link,Juliane Köhler,Biography Drama,Merab Ninidze,Nowhere in Africa,Matthias Habich,Caroline Link Juliane Köhler Biography Drama Merab Ninidze Matthias Habich
Steve McQueen,Nicole Beharie,Drama,Michael Fassbender,Shame,James Badge Dale,Steve McQueen Nicole Beharie Drama Michael Fassbender James Badge Dale
Matthew Vaughn,Sally Hawkins,Crime Drama Thriller,Tom Hardy,Layer Cake,Jamie Foreman,Matthew Vaughn Sally Hawkins Crime Drama Thriller Tom Hardy Jamie Foreman
Sterling Van Wagenen,Eric Johnson,Drama Western,Emily Podleski,The Work and the Glory II: American Zion,Brenda Strong,Sterling Van Wagenen Eric Johnson Drama Western Emily Podleski Brenda Strong
Zal Batmanglij,Julia Ormond,Drama Thriller,Alexander Skarsgård,The East,Jason Ritter,Zal Batmanglij Julia Ormond Drama Thriller Alexander Skarsgård Jason Ritter
Michael Mayer,Matt Frewer,Drama Romance,Robin Wright,A Home at the End of the World,Sissy Spacek,Michael Mayer Matt Frewer Drama Romance Robin Wright Sissy Spacek
Hans Petter Moland,Sara-Marie Maltha,Drama,Charlotte Rampling,Aberdeen,Stellan Skarsgård,Hans Petter Moland Sara-Marie Maltha Drama Charlotte Rampling Stellan Skarsgård
Oren Moverman,Yaya DaCosta,Drama Romance War,Steve Buscemi,The Messenger,Eamonn Walker,Oren Moverman Yaya DaCosta Drama Romance War Steve Buscemi Eamonn Walker
Ian Sharp,Jed Brophy,Action Adventure Drama Western,Ray Winstone,Tracker,Temuera Morrison,Ian Sharp Jed Brophy Action Adventure Drama Western Ray Winstone Temuera Morrison
Anton Corbijn,Samantha Morton,Biography Drama Music,Sam Riley,Control,Alexandra Maria Lara,Anton Corbijn Samantha Morton Biography Drama Music Sam Riley Alexandra Maria Lara
James Cameron,Brian Thompson,Action Sci-Fi,Michael Biehn,The Terminator,Paul Winfield,James Cameron Brian Thompson Action Sci-Fi Michael Biehn Paul Winfield
Wolfgang Becker,Chulpan Khamatova,Drama Romance,Florian Lukas,Good Bye Lenin!,Burghart Klaußner,Wolfgang Becker Chulpan Khamatova Drama Romance Florian Lukas Burghart Klaußner
Tom Hooper,Mark Bazeley,Biography Drama Sport,Stephen Graham,The Damned United,Maurice Roëves,Tom Hooper Mark Bazeley Biography Drama Sport Stephen Graham Maurice Roëves
Dan O'Bannon,Clu Gulager,Comedy Horror Sci-Fi,Linnea Quigley,The Return of the Living Dead,Beverly Randolph,Dan O'Bannon Clu Gulager Comedy Horror Sci-Fi Linnea Quigley Beverly Randolph
Kevin Smith,Jason Mewes,Comedy Romance,Ethan Suplee,Mallrats,Joey Lauren Adams,Kevin Smith Jason Mewes Comedy Romance Ethan Suplee Joey Lauren Adams
Randal Kleiser,Stockard Channing,Musical Romance,Olivia Newton-John,Grease,Sid Caesar,Randal Kleiser Stockard Channing Musical Romance Olivia Newton-John Sid Caesar
Oliver Stone,Tom Berenger,Drama War,Johnny Depp,Platoon,Kevin Dillon,Oliver Stone Tom Berenger Drama War Johnny Depp Kevin Dillon
Michael Moore,Stevie Wonder,Documentary Drama War,Osama bin Laden,Fahrenheit 9/11,Ricky Martin,Michael Moore Stevie Wonder Documentary Drama War Osama bin Laden Ricky Martin
George Roy Hill,Ted Cassidy,Biography Crime Drama Western,Katharine Ross,Butch Cassidy and the Sundance Kid,Kenneth Mars,George Roy Hill Ted Cassidy Biography Crime Drama Western Katharine Ross Kenneth Mars
Robert Stevenson,Glynis Johns,Comedy Family Fantasy Musical,Ed Wynn,Mary Poppins,Elsa Lanchester,Robert Stevenson Glynis Johns Comedy Family Fantasy Musical Ed Wynn Elsa Lanchester
Robert Redford,Elizabeth McGovern,Drama,Adam Baldwin,Ordinary People,Judd Hirsch,Robert Redford Elizabeth McGovern Drama Adam Baldwin Judd Hirsch
Frank Coraci,Steve Coogan,Action Adventure Comedy,Jim Broadbent,Around the World in 80 Days,Cécile De France,Frank Coraci Steve Coogan Action Adventure Comedy Jim Broadbent Cécile De France
Jerome Robbins,George Chakiris,Crime Drama Musical Romance Thriller,Rita Moreno,West Side Story,Richard Beymer,Jerome Robbins George Chakiris Crime Drama Musical Romance Thriller Rita Moreno Richard Beymer
Harold Ramis,Rodney Dangerfield,Comedy Sport,Bill Murray,Caddyshack,Brian Doyle-Murray,Harold Ramis Rodney Dangerfield Comedy Sport Bill Murray Brian Doyle-Murray
Gary Hardwick,Tatyana Ali,Comedy Drama,Julie Benz,The Brothers,Jenifer Lewis,Gary Hardwick Tatyana Ali Comedy Drama Julie Benz Jenifer Lewis
Rick Famuyiwa,Tamala Jones,Comedy Drama Romance,Omar Epps,The Wood,Richard T. Jones,Rick Famuyiwa Tamala Jones Comedy Drama Romance Omar Epps Richard T. Jones
Bryan Singer,Chazz Palminteri,Crime Drama Mystery Thriller,Kevin Spacey,The Usual Suspects,Kevin Pollak,Bryan Singer Chazz Palminteri Crime Drama Mystery Thriller Kevin Spacey Kevin Pollak
Stephen Hopkins,Kelly Jo Minter,Fantasy Horror Romance Thriller,Lisa Wilcox,A Nightmare on Elm Street 5: The Dream Child,Matthew Borlenghi,Stephen Hopkins Kelly Jo Minter Fantasy Horror Romance Thriller Lisa Wilcox Matthew Borlenghi
Walt Becker,Curtis Armstrong,Comedy Romance,Ryan Reynolds,Van Wilder: Party Liaison,Erik Estrada,Walt Becker Curtis Armstrong Comedy Romance Ryan Reynolds Erik Estrada
Darren Aronofsky,John D'Leo,Drama Sport,Mark Margolis,The Wrestler,Ajay Naidu,Darren Aronofsky John D'Leo Drama Sport Mark Margolis Ajay Naidu
King Vidor,Lillian Gish,Drama Romance Western,Joseph Cotten,Duel in the Sun,Jennifer Jones,King Vidor Lillian Gish Drama Romance Western Joseph Cotten Jennifer Jones
Christopher Guest,Catherine O'Hara,Comedy,John Michael Higgins,Best in Show,Michael McKean,Christopher Guest Catherine O'Hara Comedy John Michael Higgins Michael McKean
John Carpenter,Adrienne Barbeau,Action Sci-Fi,Donald Pleasence,Escape from New York,Tom Atkins,John Carpenter Adrienne Barbeau Action Sci-Fi Donald Pleasence Tom Atkins
Spike Lee,Ossie Davis,Comedy Drama Musical,Tisha Campbell-Martin,School Daze,Bill Nunn,Spike Lee Ossie Davis Comedy Drama Musical Tisha Campbell-Martin Bill Nunn
Fred Savage,Brian Doyle-Murray,Comedy Family,Lochlyn Munro,Daddy Day Camp,Tamala Jones,Fred Savage Brian Doyle-Murray Comedy Family Lochlyn Munro Tamala Jones
Sammo Kam-Bo Hung,Richard Norton,Action Comedy Crime,Sammo Kam-Bo Hung,Mr. Nice Guy,Rachel Blakely,Sammo Kam-Bo Hung Richard Norton Action Comedy Crime Sammo Kam-Bo Hung Rachel Blakely
Christopher Guest,Christopher Guest,Comedy Music,Michael McKean,A Mighty Wind,Laura Harris,Christopher Guest Christopher Guest Comedy Music Michael McKean Laura Harris
Donald Petrie,Lili Taylor,Comedy Drama Romance,Julia Roberts,Mystic Pizza,Conchata Ferrell,Donald Petrie Lili Taylor Comedy Drama Romance Julia Roberts Conchata Ferrell
Peter Howitt,Kevin McNally,Comedy Drama Fantasy Romance,Jeanne Tripplehorn,Sliding Doors,John Lynch,Peter Howitt Kevin McNally Comedy Drama Fantasy Romance Jeanne Tripplehorn John Lynch
Rusty Cundieff,Clarence Williams III,Comedy Horror Thriller,Corbin Bernsen,Tales from the Hood,David Alan Grier,Rusty Cundieff Clarence Williams III Comedy Horror Thriller Corbin Bernsen David Alan Grier
Kevin Macdonald,Simon McBurney,Biography Drama History Thriller,David Oyelowo,The Last King of Scotland,Abby Mukiibi Nkaaga,Kevin Macdonald Simon McBurney Biography Drama History Thriller David Oyelowo Abby Mukiibi Nkaaga
Dominique Othenin-Girard,Tamara Glynn,Horror Thriller,Donald Pleasence,Halloween 5,Troy Evans,Dominique Othenin-Girard Tamara Glynn Horror Thriller Donald Pleasence Troy Evans
Richard Linklater,Brandon Smith,Comedy Crime Drama,Matthew McConaughey,Bernie,Rick Dial,Richard Linklater Brandon Smith Comedy Crime Drama Matthew McConaughey Rick Dial
Ed Harris,Bud Cort,Biography Drama,John Heard,Pollock,Amy Madigan,Ed Harris Bud Cort Biography Drama John Heard Amy Madigan
Risa Bramon Garcia,Dave Chappelle,Comedy Drama Romance,Janeane Garofalo,200 Cigarettes,Gaby Hoffmann,Risa Bramon Garcia Dave Chappelle Comedy Drama Romance Janeane Garofalo Gaby Hoffmann
Brian Klugman,Bradley Cooper,Drama Mystery Romance Thriller,J.K. Simmons,The Words,Olivia Wilde,Brian Klugman Bradley Cooper Drama Mystery Romance Thriller J.K. Simmons Olivia Wilde
Matt Piedmont,Adrian Martinez,Comedy Western,Will Ferrell,Casa de mi Padre,Luis E. Carazo,Matt Piedmont Adrian Martinez Comedy Western Will Ferrell Luis E. Carazo
Raymond De Felitta,Curtiss Cook,Comedy Drama,Ezra Miller,City Island,Dominik García-Lorido,Raymond De Felitta Curtiss Cook Comedy Drama Ezra Miller Dominik García-Lorido
John Michael McDonagh,Fionnula Flanagan,Comedy Crime Thriller,Don Cheadle,The Guard,Wale Ojo,John Michael McDonagh Fionnula Flanagan Comedy Crime Thriller Don Cheadle Wale Ojo
Deb Hagan,Alona Tal,Comedy,Drake Bell,College,Haley Bennett,Deb Hagan Alona Tal Comedy Drake Bell Haley Bennett
Sofia Coppola,Kathleen Turner,Drama Romance,Kirsten Dunst,The Virgin Suicides,Scott Glenn,Sofia Coppola Kathleen Turner Drama Romance Kirsten Dunst Scott Glenn
Mark Herman,Annette Badland,Comedy Drama Music Romance,Jim Broadbent,Little Voice,Brenda Blethyn,Mark Herman Annette Badland Comedy Drama Music Romance Jim Broadbent Brenda Blethyn
Zach Cregger,Windell Middlebrooks,Comedy Romance,Hugh M. Hefner,Miss March,Raquel Alessi,Zach Cregger Windell Middlebrooks Comedy Romance Hugh M. Hefner Raquel Alessi
Zach Braff,Josh Gad,Comedy Drama,Jim Parsons,Wish I Was Here,Michael Weston,Zach Braff Josh Gad Comedy Drama Jim Parsons Michael Weston
Mark Tarlov,Dylan Baker,Comedy Drama Fantasy Romance,Sarah Michelle Gellar,Simply Irresistible,Lawrence Gilliard Jr.,Mark Tarlov Dylan Baker Comedy Drama Fantasy Romance Sarah Michelle Gellar Lawrence Gilliard Jr.
John Cameron Mitchell,Miriam Shor,Comedy Drama Music Musical,John Cameron Mitchell,Hedwig and the Angry Inch,Andrea Martin,John Cameron Mitchell Miriam Shor Comedy Drama Music Musical John Cameron Mitchell Andrea Martin
Sheldon Lettich,Ryan Bollman,Action Drama,Antoni Corone,Only the Strong,Todd Susman,Sheldon Lettich Ryan Bollman Action Drama Antoni Corone Todd Susman
Jon Knautz,Monda Scott,Drama Horror Mystery Thriller,Rachel Alig,Goddess of Love,Alexis Kendra,Jon Knautz Monda Scott Drama Horror Mystery Thriller Rachel Alig Alexis Kendra
Billy Ray,Rosario Dawson,Drama History,Hayden Christensen,Shattered Glass,Cas Anvar,Billy Ray Rosario Dawson Drama History Hayden Christensen Cas Anvar
David Atkins,Lynne Thigpen,Comedy Crime Drama Thriller,Chelcie Ross,Novocaine,Polly Noonan,David Atkins Lynne Thigpen Comedy Crime Drama Thriller Chelcie Ross Polly Noonan
Patrick Stettner,Tony Devon,Drama Thriller,Stockard Channing,The Business of Strangers,Frederick Weller,Patrick Stettner Tony Devon Drama Thriller Stockard Channing Frederick Weller
Sam Peckinpah,Warren Oates,Action Adventure Western,William Holden,The Wild Bunch,L.Q. Jones,Sam Peckinpah Warren Oates Action Adventure Western William Holden L.Q. Jones
Jonathan Levine,Aaron Yoo,Comedy Drama Romance,Mary-Kate Olsen,The Wackness,Method Man,Jonathan Levine Aaron Yoo Comedy Drama Romance Mary-Kate Olsen Method Man
Michael Crichton,Michael Elphick,Adventure Crime Drama Thriller,Lesley-Anne Down,The Great Train Robbery,Pamela Salem,Michael Crichton Michael Elphick Adventure Crime Drama Thriller Lesley-Anne Down Pamela Salem
Lynne Ramsay,Bryan Dick,Drama,Samantha Morton,Morvern Callar,Paul Popplewell,Lynne Ramsay Bryan Dick Drama Samantha Morton Paul Popplewell
Sylvio Tabet,Kari Wuhrer,Action Adventure Fantasy Sci-Fi,Michael Berryman,Beastmaster 2: Through the Portal of Time,Marc Singer,Sylvio Tabet Kari Wuhrer Action Adventure Fantasy Sci-Fi Michael Berryman Marc Singer
Rick Bieber,Kendrick Cross,Biography Drama Sport,Aidan Quinn,The 5th Quarter,Sammy Nagi Njuguna,Rick Bieber Kendrick Cross Biography Drama Sport Aidan Quinn Sammy Nagi Njuguna
Claude Chabrol,Nathalie Baye,Drama,Benoît Magimel,The Flower of Evil,Mélanie Doutey,Claude Chabrol Nathalie Baye Drama Benoît Magimel Mélanie Doutey
Shana Feste,Zoë Kravitz,Drama Romance,Jennifer Ehle,The Greatest,Cara Seymour,Shana Feste Zoë Kravitz Drama Romance Jennifer Ehle Cara Seymour
Wayne Wang,Russell Wong,Drama History,Bingbing Li,Snow Flower and the Secret Fan,Ji-hyun Jun,Wayne Wang Russell Wong Drama History Bingbing Li Ji-hyun Jun
Joey Lauren Adams,Diane Ladd,Drama Romance,Tim Blake Nelson,Come Early Morning,Ritchie Montgomery,Joey Lauren Adams Diane Ladd Drama Romance Tim Blake Nelson Ritchie Montgomery
Peter Cattaneo,Olivia Williams,Comedy Crime Romance,James Nesbitt,Lucky Break,Peter McNamara,Peter Cattaneo Olivia Williams Comedy Crime Romance James Nesbitt Peter McNamara
Fred Zinnemann,Jane Fonda,Drama,Meryl Streep,Julia,Vanessa Redgrave,Fred Zinnemann Jane Fonda Drama Meryl Streep Vanessa Redgrave
S.R. Bindler,Scott Glenn,Comedy,Matthew McConaughey,"Surfer, Dude",Sarah Wright,S.R. Bindler Scott Glenn Comedy Matthew McConaughey Sarah Wright
Tony Kaye,Pat Buchanan,Documentary,Noam Chomsky,Lake of Fire,Bill Baird,Tony Kaye Pat Buchanan Documentary Noam Chomsky Bill Baird
Greg Marcks,Barbara Hershey,Comedy Crime Drama,Henry Thomas,11:14,Shawn Hatosy,Greg Marcks Barbara Hershey Comedy Crime Drama Henry Thomas Shawn Hatosy
Perry Lang,Kevin Tighe,Action Drama Thriller,Catherine Bell,Men of War,Tim Guinee,Perry Lang Kevin Tighe Action Drama Thriller Catherine Bell Tim Guinee
Jake Goldberger,M. Emmet Walsh,Drama Mystery Thriller,Pruitt Taylor Vince,Don McKay,Robert Wahlberg,Jake Goldberger M. Emmet Walsh Drama Mystery Thriller Pruitt Taylor Vince Robert Wahlberg
Stefan Ruzowitzky,Olivia Wilde,Crime Drama Thriller,Charlie Hunnam,Deadfall,Sissy Spacek,Stefan Ruzowitzky Olivia Wilde Crime Drama Thriller Charlie Hunnam Sissy Spacek
Vic Sarin,Aidan Quinn,Drama Family,Connie Nielsen,A Shine of Rainbows,John Bell,Vic Sarin Aidan Quinn Drama Family Connie Nielsen John Bell
William Kaufman,Sean Cook,Action Thriller,Drew Waters,The Hit List,Cole Hauser,William Kaufman Sean Cook Action Thriller Drew Waters Cole Hauser
David Cronenberg,Leslie Carlson,Horror Mystery Sci-Fi Thriller,Debbie Harry,Videodrome,Reiner Schwarz,David Cronenberg Leslie Carlson Horror Mystery Sci-Fi Thriller Debbie Harry Reiner Schwarz
Cédric Klapisch,Cécile De France,Comedy Drama,Romain Duris,L'auberge espagnole,Iddo Goldberg,Cédric Klapisch Cécile De France Comedy Drama Romain Duris Iddo Goldberg
